[0] 0x0000    1.310  -10.942    2.997:  -150.25   -21.97   141.42 1312322412.4004
[0] 0x0000    1.310  -10.942    2.997:  -150.25   -21.97   141.42 1312322412.4017
[0] 0x0000    1.310  -10.942    2.997:  -150.25   -21.95   141.42 1312322412.4030
[0] 0x0000    1.310  -10.934    2.997:  -150.25   -21.95   141.42 1312322412.4043
[0] 0x0000    1.310  -10.934    2.997:  -150.25   -21.95   141.42 1312322412.4056
[0] 0x0000    1.310  -10.934    2.997:  -150.27   -21.95   141.42 1312322412.4069
[0] 0x0000    1.310  -10.934    2.997:  -150.27   -21.95   141.44 1312322412.4082
[0] 0x0000    1.310  -10.934    2.997:  -150.27   -21.95   141.44 1312322412.4095
[0] 0x0000    1.310  -10.934    2.997:  -150.29   -21.95   141.44 1312322412.4107
[0] 0x0000    1.310  -10.934    2.997:  -150.29   -21.95   141.44 1312322412.4120
[0] 0x0000    1.310  -10.934    2.997:  -150.29   -21.95   141.46 1312322412.4133
[0] 0x0000    1.310  -10.934    2.997:  -150.29   -21.95   141.46 1312322412.4146
[0] 0x0000    1.310  -10.934    2.997:  -150.31   -21.95   141.46 1312322412.4159
[0] 0x0000    1.310  -10.934    2.997:  -150.31   -21.95   141.46 1312322412.4172
[0] 0x0000    1.310  -10.934    2.997:  -150.31   -21.95   141.48 1312322412.4185
[0] 0x0000    1.310  -10.934    2.997:  -150.31   -21.95   141.48 1312322412.4198
[0] 0x0000    1.310  -10.934    2.997:  -150.31   -21.95   141.48 1312322412.4211
[0] 0x0000    1.310  -10.934    2.997:  -150.34   -21.95   141.50 1312322412.4224
[0] 0x0000    1.310  -10.934    2.997:  -150.34   -21.95   141.50 1312322412.4237
[0] 0x0000    1.310  -10.934    2.997:  -150.34   -21.93   141.50 1312322412.4250
[0] 0x0000    1.310  -10.934    2.997:  -150.34   -21.93   141.53 1312322412.4263
[0] 0x0000    1.310  -10.934    2.997:  -150.34   -21.91   141.53 1312322412.4276
[0] 0x0000    1.310  -10.934    2.997:  -150.34   -21.88   141.53 1312322412.4289
[0] 0x0000    1.310  -10.934    2.997:  -150.34   -21.88   141.53 1312322412.4302
[0] 0x0000    1.310  -10.934    2.997:  -150.31   -21.86   141.53 1312322412.4315
[0] 0x0000    1.310  -10.934    2.997:  -150.31   -21.84   141.55 1312322412.4328
[0] 0x0000    1.310  -10.934    2.997:  -150.29   -21.82   141.55 1312322412.4341
[0] 0x0000    1.310  -10.934    2.997:  -150.29   -21.80   141.55 1312322412.4354
[0] 0x0000    1.310  -10.934    2.988:  -150.27   -21.77   141.55 1312322412.4366
[0] 0x0000    1.310  -10.934    2.988:  -150.25   -21.77   141.55 1312322412.4379
[0] 0x0000    1.310  -10.934    2.988:  -150.25   -21.75   141.55 1312322412.4392
[0] 0x0000    1.310  -10.934    2.988:  -150.23   -21.73   141.55 1312322412.4405
[0] 0x0000    1.310  -10.934    2.988:  -150.23   -21.71   141.55 1312322412.4418
[0] 0x0000    1.310  -10.934    2.988:  -150.21   -21.69   141.55 1312322412.4431
[0] 0x0000    1.310  -10.934    2.979:  -150.21   -21.67   141.55 1312322412.4444
[0] 0x0000    1.310  -10.934    2.979:  -150.23   -21.64   141.57 1312322412.4457
[0] 0x0000    1.310  -10.934    2.979:  -150.23   -21.62   141.57 1312322412.4470
[0] 0x0000    1.301  -10.934    2.979:  -150.25   -21.62   141.57 1312322412.4483
[0] 0x0000    1.301  -10.934    2.979:  -150.27   -21.60   141.57 1312322412.4496
[0] 0x0000    1.301  -10.934    2.979:  -150.29   -21.60   141.59 1312322412.4509
[0] 0x0000    1.301  -10.934    2.979:  -150.31   -21.60   141.59 1312322412.4522
[0] 0x0000    1.292  -10.934    2.979:  -150.34   -21.60   141.59 1312322412.4535
[0] 0x0000    1.292  -10.934    2.979:  -150.34   -21.60   141.59 1312322412.4548
[0] 0x0000    1.292  -10.934    2.979:  -150.36   -21.62   141.59 1312322412.4561
[0] 0x0000    1.292  -10.934    2.979:  -150.38   -21.62   141.59 1312322412.4574
[0] 0x0000    1.292  -10.934    2.979:  -150.38   -21.62   141.59 1312322412.4587
[0] 0x0000    1.283  -10.934    2.979:  -150.40   -21.62   141.59 1312322412.4600
[0] 0x0000    1.283  -10.934    2.979:  -150.40   -21.62   141.59 1312322412.4613
[0] 0x0000    1.283  -10.934    2.979:  -150.40   -21.62   141.59 1312322412.4625
[0] 0x0000    1.283  -10.934    2.979:  -150.40   -21.62   141.57 1312322412.4638
[0] 0x0000    1.283  -10.934    2.979:  -150.38   -21.62   141.57 1312322412.4651
[0] 0x0000    1.283  -10.934    2.979:  -150.38   -21.62   141.57 1312322412.4664
[0] 0x0000    1.283  -10.934    2.979:  -150.38   -21.62   141.57 1312322412.4677
[0] 0x0000    1.283  -10.934    2.979:  -150.36   -21.62   141.55 1312322412.4690
[0] 0x0000    1.283  -10.934    2.979:  -150.36   -21.62   141.55 1312322412.4703
[0] 0x0000    1.283  -10.934    2.979:  -150.36   -21.62   141.55 1312322412.4716
[0] 0x0000    1.283  -10.934    2.979:  -150.36   -21.62   141.55 1312322412.4729
[0] 0x0000    1.283  -10.934    2.979:  -150.34   -21.60   141.53 1312322412.4742
[0] 0x0000    1.292  -10.934    2.979:  -150.34   -21.60   141.53 1312322412.4755
[0] 0x0000    1.292  -10.934    2.979:  -150.34   -21.60   141.53 1312322412.4768
[0] 0x0000    1.292  -10.934    2.979:  -150.34   -21.60   141.53 1312322412.4781
[0] 0x0000    1.292  -10.934    2.979:  -150.34   -21.60   141.50 1312322412.4794
[0] 0x0000    1.292  -10.934    2.979:  -150.34   -21.60   141.50 1312322412.4807
[0] 0x0000    1.292  -10.934    2.979:  -150.34   -21.60   141.50 1312322412.4820
[0] 0x0000    1.292  -10.934    2.979:  -150.34   -21.62   141.50 1312322412.4833
[0] 0x0000    1.292  -10.934    2.979:  -150.34   -21.62   141.48 1312322412.4846
[0] 0x0000    1.292  -10.934    2.979:  -150.34   -21.62   141.48 1312322412.4859
[0] 0x0000    1.292  -10.934    2.979:  -150.34   -21.64   141.48 1312322412.4872
[0] 0x0000    1.292  -10.934    2.979:  -150.34   -21.64   141.48 1312322412.4884
[0] 0x0000    1.292  -10.934    2.979:  -150.34   -21.67   141.48 1312322412.4897
[0] 0x0000    1.292  -10.934    2.979:  -150.36   -21.69   141.48 1312322412.4910
[0] 0x0000    1.292  -10.934    2.979:  -150.36   -21.69   141.48 1312322412.4923
[0] 0x0000    1.292  -10.934    2.979:  -150.38   -21.71   141.48 1312322412.4936
[0] 0x0000    1.292  -10.934    2.979:  -150.40   -21.73   141.48 1312322412.4949
[0] 0x0000    1.292  -10.934    2.979:  -150.42   -21.75   141.48 1312322412.4962
[0] 0x0000    1.292  -10.934    2.988:  -150.42   -21.77   141.48 1312322412.4975
[0] 0x0000    1.283  -10.934    2.988:  -150.45   -21.80   141.48 1312322412.4988
[0] 0x0000    1.283  -10.934    2.988:  -150.47   -21.82   141.48 1312322412.5001
[0] 0x0000    1.283  -10.934    2.988:  -150.47   -21.86   141.48 1312322412.5014
[0] 0x0000    1.292  -10.934    2.988:  -150.47   -21.88   141.46 1312322412.5027
[0] 0x0000    1.292  -10.934    2.988:  -150.47   -21.91   141.46 1312322412.5040
[0] 0x0000    1.292  -10.934    2.997:  -150.47   -21.93   141.46 1312322412.5053
[0] 0x0000    1.292  -10.934    2.997:  -150.45   -21.95   141.44 1312322412.5066
[0] 0x0000    1.292  -10.934    2.997:  -150.42   -21.95   141.44 1312322412.5079
[0] 0x0000    1.292  -10.934    2.988:  -150.40   -21.95   141.44 1312322412.5092
[0] 0x0000    1.301  -10.942    2.988:  -150.38   -21.97   141.42 1312322412.5105
[0] 0x0000    1.301  -10.942    2.988:  -150.36   -21.97   141.42 1312322412.5118
[0] 0x0000    1.301  -10.942    2.988:  -150.34   -21.97   141.42 1312322412.5131
[0] 0x0000    1.301  -10.942    2.988:  -150.31   -21.97   141.39 1312322412.5143
[0] 0x0000    1.310  -10.942    2.988:  -150.29   -21.95   141.39 1312322412.5156
[0] 0x0000    1.310  -10.942    2.988:  -150.29   -21.95   141.39 1312322412.5169
[0] 0x0000    1.310  -10.942    2.988:  -150.27   -21.95   141.39 1312322412.5182
[0] 0x0000    1.310  -10.942    2.988:  -150.27   -21.95   141.39 1312322412.5195
[0] 0x0000    1.310  -10.942    2.988:  -150.27   -21.95   141.39 1312322412.5208
[0] 0x0000    1.310  -10.942    2.988:  -150.27   -21.95   141.39 1312322412.5221
[0] 0x0000    1.310  -10.942    2.988:  -150.27   -21.95   141.42 1312322412.5234
[0] 0x0000    1.310  -10.942    2.988:  -150.27   -21.95   141.42 1312322412.5247
[0] 0x0000    1.310  -10.942    2.988:  -150.27   -21.95   141.42 1312322412.5260
[0] 0x0000    1.310  -10.942    2.997:  -150.29   -21.95   141.42 1312322412.5273
[0] 0x0000    1.310  -10.942    2.997:  -150.29   -21.95   141.44 1312322412.5286
[0] 0x0000    1.310  -10.942    2.997:  -150.29   -21.95   141.44 1312322412.5299
[0] 0x0000    1.310  -10.934    2.997:  -150.29   -21.95   141.44 1312322412.5312
[0] 0x0000    1.310  -10.934    2.997:  -150.31   -21.97   141.44 1312322412.5325
[0] 0x0000    1.310  -10.934    2.997:  -150.31   -21.97   141.46 1312322412.5338
[0] 0x0000    1.310  -10.934    2.997:  -150.31   -21.97   141.46 1312322412.5351
[0] 0x0000    1.310  -10.934    2.997:  -150.31   -21.97   141.46 1312322412.5364
[0] 0x0000    1.310  -10.934    2.997:  -150.31   -21.97   141.46 1312322412.5377
[0] 0x0000    1.310  -10.934    2.997:  -150.34   -21.97   141.48 1312322412.5389
[0] 0x0000    1.310  -10.934    2.997:  -150.34   -21.97   141.48 1312322412.5402
[0] 0x0000    1.310  -10.934    2.997:  -150.34   -21.97   141.48 1312322412.5415
